state,county,county_label,geoid
IL,Washington,Washington County,17189
IL,Wayne,Wayne County,17191
IL,White,White County,17193
IL,Whiteside,Whiteside County,17195
IL,Will,Will County,17197
IL,Williamson,Williamson County,17199
IL,Winnebago,Winnebago County,17201
IL,Woodford,Woodford County,17203
IN,Adams,Adams County,18001
IN,Allen,Allen County,18003
IN,Bartholomew,Bartholomew County,18005
IN,Benton,Benton County,18007
IN,Blackford,Blackford County,18009
IN,Boone,Boone County,18011
IN,Brown,Brown County,18013
IN,Carroll,Carroll County,18015
IN,Cass,Cass County,18017
IN,Clark,Clark County,18019
IN,Clay,Clay County,18021
IN,Clinton,Clinton County,18023
IN,Crawford,Crawford County,18025
IN,Daviess,Daviess County,18027
IN,DeKalb,DeKalb County,18033
IN,Dearborn,Dearborn County,18029
IN,Decatur,Decatur County,18031
IN,Delaware,Delaware County,18035
IN,Dubois,Dubois County,18037
IN,Elkhart,Elkhart County,18039
IN,Fayette,Fayette County,18041
IN,Floyd,Floyd County,18043
IN,Fountain,Fountain County,18045
IN,Franklin,Franklin County,18047
IN,Fulton,Fulton County,18049
IN,Gibson,Gibson County,18051
IN,Grant,Grant County,18053
IN,Greene,Greene County,18055
IN,Hamilton,Hamilton County,18057
IN,Hancock,Hancock County,18059
IN,Harrison,Harrison County,18061
IN,Hendricks,Hendricks County,18063
IN,Henry,Henry County,18065
IN,Howard,Howard County,18067
IN,Huntington,Huntington County,18069
IN,Jackson,Jackson County,18071
IN,Jasper,Jasper County,18073
IN,Jay,Jay County,18075
IN,Jefferson,Jefferson County,18077
IN,Jennings,Jennings County,18079
IN,Johnson,Johnson County,18081
IN,Knox,Knox County,18083
IN,Kosciusko,Kosciusko County,18085
IN,LaGrange,LaGrange County,18087
IN,LaPorte,LaPorte County,18091
IN,Lake,Lake County,18089
IN,Lawrence,Lawrence County,18093
IN,Madison,Madison County,18095
IN,Marion,Marion County,18097
IN,Marshall,Marshall County,18099
IN,Martin,Martin County,18101
IN,Miami,Miami County,18103
IN,Monroe,Monroe County,18105
IN,Montgomery,Montgomery County,18107
IN,Morgan,Morgan County,18109
IN,Newton,Newton County,18111
IN,Noble,Noble County,18113
IN,Ohio,Ohio County,18115
IN,Orange,Orange County,18117
IN,Owen,Owen County,18119
IN,Parke,Parke County,18121
IN,Perry,Perry County,18123
IN,Pike,Pike County,18125
IN,Porter,Porter County,18127
IN,Posey,Posey County,18129
IN,Pulaski,Pulaski County,18131
IN,Putnam,Putnam County,18133
IN,Randolph,Randolph County,18135
IN,Ripley,Ripley County,18137
IN,Rush,Rush County,18139
IN,Scott,Scott County,18143
IN,Shelby,Shelby County,18145
IN,Spencer,Spencer County,18147
IN,St. Joseph,St. Joseph County,18141
IN,Starke,Starke County,18149
IN,Steuben,Steuben County,18151
IN,Sullivan,Sullivan County,18153
IN,Switzerland,Switzerland County,18155
IN,Tippecanoe,Tippecanoe County,18157
IN,Tipton,Tipton County,18159
IN,Union,Union County,18161
IN,Vanderburgh,Vanderburgh County,18163
IN,Vermillion,Vermillion County,18165
IN,Vigo,Vigo County,18167
IN,Wabash,Wabash County,18169
IN,Warren,Warren County,18171
IN,Warrick,Warrick County,18173
IN,Washington,Washington County,18175
IN,Wayne,Wayne County,18177
IN,Wells,Wells County,18179
IN,White,White County,18181
IN,Whitley,Whitley County,18183
KS,Allen,Allen County,20001
KS,Anderson,Anderson County,20003
KS,Atchison,Atchison County,20005
KS,Barber,Barber County,20007
KS,Barton,Barton County,20009
KS,Bourbon,Bourbon County,20011
KS,Brown,Brown County,20013
KS,Butler,Butler County,20015
KS,Chase,Chase County,20017
KS,Chautauqua,Chautauqua County,20019
KS,Cherokee,Cherokee County,20021
KS,Cheyenne,Cheyenne County,20023
KS,Clark,Clark County,20025
KS,Clay,Clay County,20027
KS,Cloud,Cloud County,20029
KS,Coffey,Coffey County,20031
KS,Comanche,Comanche County,20033
KS,Cowley,Cowley County,20035
KS,Crawford,Crawford County,20037
KS,Decatur,Decatur County,20039
KS,Dickinson,Dickinson County,20041
KS,Doniphan,Doniphan County,20043
KS,Douglas,Douglas County,20045
KS,Edwards,Edwards County,20047
KS,Elk,Elk County,20049
KS,Ellis,Ellis County,20051
KS,Ellsworth,Ellsworth County,20053
KS,Finney,Finney County,20055
KS,Ford,Ford County,20057
KS,Franklin,Franklin County,20059
KS,Geary,Geary County,20061
KS,Gove,Gove County,20063
KS,Graham,Graham County,20065
KS,Grant,Grant County,20067
KS,Gray,Gray County,20069
KS,Greeley,Greeley County,20071
KS,Greenwood,Greenwood County,20073
KS,Hamilton,Hamilton County,20075
KS,Harper,Harper County,20077
KS,Harvey,Harvey County,20079
KS,Haskell,Haskell County,20081
KS,Hodgeman,Hodgeman County,20083
KS,Jackson,Jackson County,20085
KS,Jefferson,Jefferson County,20087
KS,Jewell,Jewell County,20089
KS,Johnson,Johnson County,20091
KS,Kearny,Kearny County,20093
KS,Kingman,Kingman County,20095
KS,Kiowa,Kiowa County,20097
KS,Labette,Labette County,20099
KS,Lane,Lane County,20101
KS,Leavenworth,Leavenworth County,20103
KS,Lincoln,Lincoln County,20105
KS,Linn,Linn County,20107
KS,Logan,Logan County,20109
KS,Lyon,Lyon County,20111
KS,Marion,Marion County,20115
KS,Marshall,Marshall County,20117
KS,McPherson,McPherson County,20113
KS,Meade,Meade County,20119
KS,Miami,Miami County,20121
KS,Mitchell,Mitchell County,20123
KS,Montgomery,Montgomery County,20125
KS,Morris,Morris County,20127
KS,Morton,Morton County,20129
KS,Nemaha,Nemaha County,20131
KS,Neosho,Neosho County,20133
KS,Ness,Ness County,20135
KS,Norton,Norton County,20137
KS,Osage,Osage County,20139
KS,Osborne,Osborne County,20141
KS,Ottawa,Ottawa County,20143
KS,Pawnee,Pawnee County,20145
KS,Phillips,Phillips County,20147
KS,Pottawatomie,Pottawatomie County,20149
KS,Pratt,Pratt County,20151
KS,Rawlins,Rawlins County,20153
KS,Reno,Reno County,20155
KS,Republic,Republic County,20157
KS,Rice,Rice County,20159
KS,Riley,Riley County,20161
KS,Rooks,Rooks County,20163
KS,Rush,Rush County,20165
KS,Russell,Russell County,20167
KS,Saline,Saline County,20169
KS,Scott,Scott County,20171
KS,Sedgwick,Sedgwick County,20173
KS,Seward,Seward County,20175
KS,Shawnee,Shawnee County,20177
KS,Sheridan,Sheridan County,20179
KS,Sherman,Sherman County,20181
KS,Smith,Smith County,20183
KS,Stafford,Stafford County,20185
KS,Stanton,Stanton County,20187
KS,Stevens,Stevens County,20189
KS,Sumner,Sumner County,20191
KS,Thomas,Thomas County,20193
KS,Trego,Trego County,20195
KS,Wabaunsee,Wabaunsee County,20197
KS,Wallace,Wallace County,20199
KS,Washington,Washington County,20201
KS,Wichita,Wichita County,20203
KS,Wilson,Wilson County,20205
KS,Woodson,Woodson County,20207
KS,Wyandotte,Wyandotte County,20209
KY,Adair,Adair County,21001
KY,Allen,Allen County,21003
KY,Anderson,Anderson County,21005
KY,Ballard,Ballard County,21007
KY,Barren,Barren County,21009
KY,Bath,Bath County,21011
KY,Bell,Bell County,21013
KY,Boone,Boone County,21015
KY,Bourbon,Bourbon County,21017
KY,Boyd,Boyd County,21019
KY,Boyle,Boyle County,21021
KY,Bracken,Bracken County,21023
KY,Breathitt,Breathitt County,21025
KY,Breckinridge,Breckinridge County,21027
KY,Bullitt,Bullitt County,21029
KY,Butler,Butler County,21031
KY,Caldwell,Caldwell County,21033
KY,Calloway,Calloway County,21035
KY,Campbell,Campbell County,21037
KY,Carlisle,Carlisle County,21039
KY,Carroll,Carroll County,21041
KY,Carter,Carter County,21043
KY,Casey,Casey County,21045
KY,Christian,Christian County,21047
KY,Clark,Clark County,21049
KY,Clay,Clay County,21051
KY,Clinton,Clinton County,21053
KY,Crittenden,Crittenden County,21055
KY,Cumberland,Cumberland County,21057
KY,Daviess,Daviess County,21059
KY,Edmonson,Edmonson County,21061
KY,Elliott,Elliott County,21063
KY,Estill,Estill County,21065
KY,Fayette,Fayette County,21067
KY,Fleming,Fleming County,21069
KY,Floyd,Floyd County,21071
KY,Franklin,Franklin County,21073
KY,Fulton,Fulton County,21075
KY,Gallatin,Gallatin County,21077
KY,Garrard,Garrard County,21079
KY,Grant,Grant County,21081
KY,Graves,Graves County,21083
KY,Grayson,Grayson County,21085
KY,Green,Green County,21087
KY,Greenup,Greenup County,21089
KY,Hancock,Hancock County,21091
KY,Hardin,Hardin County,21093
KY,Harlan,Harlan County,21095
KY,Harrison,Harrison County,21097
KY,Hart,Hart County,21099
KY,Henderson,Henderson County,21101
KY,Henry,Henry County,21103
KY,Hickman,Hickman County,21105
KY,Hopkins,Hopkins County,21107
KY,Jackson,Jackson County,21109
KY,Jefferson,Jefferson County,21111
KY,Jessamine,Jessamine County,21113
KY,Johnson,Johnson County,21115
KY,Kenton,Kenton County,21117
KY,Knott,Knott County,21119
KY,Knox,Knox County,21121
KY,Larue,Larue County,21123
KY,Laurel,Laurel County,21125
KY,Lawrence,Lawrence County,21127
KY,Lee,Lee County,21129
KY,Leslie,Leslie County,21131
KY,Letcher,Letcher County,21133
KY,Lewis,Lewis County,21135
KY,Lincoln,Lincoln County,21137
KY,Livingston,Livingston County,21139
KY,Logan,Logan County,21141
KY,Lyon,Lyon County,21143
KY,Madison,Madison County,21151
KY,Magoffin,Magoffin County,21153
KY,Marion,Marion County,21155
KY,Marshall,Marshall County,21157
KY,Martin,Martin County,21159
KY,Mason,Mason County,21161
KY,McCracken,McCracken County,21145
KY,McCreary,McCreary County,21147
KY,McLean,McLean County,21149
KY,Meade,Meade County,21163
KY,Menifee,Menifee County,21165
KY,Mercer,Mercer County,21167
KY,Metcalfe,Metcalfe County,21169
KY,Monroe,Monroe County,21171
KY,Montgomery,Montgomery County,21173
KY,Morgan,Morgan County,21175
KY,Muhlenberg,Muhlenberg County,21177
KY,Nelson,Nelson County,21179
KY,Nicholas,Nicholas County,21181
KY,Ohio,Ohio County,21183
KY,Oldham,Oldham County,21185
KY,Owen,Owen County,21187
KY,Owsley,Owsley County,21189
KY,Pendleton,Pendleton County,21191
KY,Perry,Perry County,21193
KY,Pike,Pike County,21195
KY,Powell,Powell County,21197
KY,Pulaski,Pulaski County,21199
KY,Robertson,Robertson County,21201
KY,Rockcastle,Rockcastle County,21203
KY,Rowan,Rowan County,21205
KY,Russell,Russell County,21207
KY,Scott,Scott County,21209
KY,Shelby,Shelby County,21211
KY,Simpson,Simpson County,21213
KY,Spencer,Spencer County,21215
KY,Taylor,Taylor County,21217
KY,Todd,Todd County,21219
KY,Trigg,Trigg County,21221
KY,Trimble,Trimble County,21223
KY,Union,Union County,21225
KY,Warren,Warren County,21227
KY,Washington,Washington County,21229
KY,Wayne,Wayne County,21231
KY,Webster,Webster County,21233
KY,Whitley,Whitley County,21235
KY,Wolfe,Wolfe County,21237
KY,Woodford,Woodford County,21239
LA,Acadia,Acadia Parish,22001
LA,Allen,Allen Parish,22003
LA,Ascension,Ascension Parish,22005
LA,Assumption,Assumption Parish,22007
LA,Avoyelles,Avoyelles Parish,22009
LA,Beauregard,Beauregard Parish,22011
LA,Bienville,Bienville Parish,22013
LA,Bossier,Bossier Parish,22015
LA,Caddo,Caddo Parish,22017
LA,Calcasieu,Calcasieu Parish,22019
LA,Caldwell,Caldwell Parish,22021
LA,Cameron,Cameron Parish,22023
LA,Catahoula,Catahoula Parish,22025
LA,Claiborne,Claiborne Parish,22027
LA,Concordia,Concordia Parish,22029
LA,De Soto,De Soto Parish,22031
LA,East Baton Rouge,East Baton Rouge Parish,22033
LA,East Carroll,East Carroll Parish,22035
LA,East Feliciana,East Feliciana Parish,22037
LA,Evangeline,Evangeline Parish,22039
LA,Franklin,Franklin Parish,22041
LA,Grant,Grant Parish,22043
LA,Iberia,Iberia Parish,22045
LA,Iberville,Iberville Parish,22047
LA,Jackson,Jackson Parish,22049
LA,Jefferson,Jefferson Parish,22051
LA,Jefferson Davis,Jefferson Davis Parish,22053
LA,LaSalle,LaSalle Parish,22059
LA,Lafayette,Lafayette Parish,22055
LA,Lafourche,Lafourche Parish,22057
LA,Lincoln,Lincoln Parish,22061
LA,Livingston,Livingston Parish,22063
LA,Madison,Madison Parish,22065
LA,Morehouse,Morehouse Parish,22067
LA,Natchitoches,Natchitoches Parish,22069
LA,Orleans,Orleans Parish,22071
LA,Ouachita,Ouachita Parish,22073
LA,Plaquemines,Plaquemines Parish,22075
LA,Pointe Coupee,Pointe Coupee Parish,22077
LA,Rapides,Rapides Parish,22079
LA,Red River,Red River Parish,22081
LA,Richland,Richland Parish,22083
LA,Sabine,Sabine Parish,22085
LA,St. Bernard,St. Bernard Parish,22087
LA,St. Charles,St. Charles Parish,22089
LA,St. Helena,St. Helena Parish,22091
LA,St. James,St. James Parish,22093
LA,St. John the Baptist,St. John the Baptist Parish,22095
LA,St. Landry,St. Landry Parish,22097
LA,St. Martin,St. Martin Parish,22099
LA,St. Mary,St. Mary Parish,22101
LA,St. Tammany,St. Tammany Parish,22103
LA,Tangipahoa,Tangipahoa Parish,22105
LA,Tensas,Tensas Parish,22107
LA,Terrebonne,Terrebonne Parish,22109
LA,Union,Union Parish,22111
LA,Vermilion,Vermilion Parish,22113
LA,Vernon,Vernon Parish,22115
LA,Washington,Washington Parish,22117
LA,Webster,Webster Parish,22119
LA,West Baton Rouge,West Baton Rouge Parish,22121
LA,West Carroll,West Carroll Parish,22123
LA,West Feliciana,West Feliciana Parish,22125
LA,Winn,Winn Parish,22127
MA,Barnstable,Barnstable County,25001
MA,Berkshire,Berkshire County,25003
MA,Bristol,Bristol County,25005
MA,Dukes,Dukes County,25007
MA,Essex,Essex County,25009
MA,Franklin,Franklin County,25011
MA,Hampden,Hampden County,25013
MA,Hampshire,Hampshire County,25015
MA,Middlesex,Middlesex County,25017
MA,Nantucket,Nantucket County,25019
MA,Norfolk,Norfolk County,25021
MA,Plymouth,Plymouth County,25023
MA,Suffolk,Suffolk County,25025
MA,Worcester,Worcester County,25027
MD,Allegany,Allegany County,24001
MD,Anne Arundel,Anne Arundel County,24003
MD,Baltimore,Baltimore County,24005
MD,Baltimore,Baltimore city,24510
MD,Calvert,Calvert County,24009
MD,Caroline,Caroline County,24011
MD,Carroll,Carroll County,24013
MD,Cecil,Cecil County,24015
MD,Charles,Charles County,24017
MD,Dorchester,Dorchester County,24019
MD,Frederick,Frederick County,24021
MD,Garrett,Garrett County,24023
MD,Harford,Harford County,24025
MD,Howard,Howard County,24027
MD,Kent,Kent County,24029
MD,Montgomery,Montgomery County,24031
MD,Prince George's,Prince George's County,24033
MD,Queen Anne's,Queen Anne's County,24035
MD,Somerset,Somerset County,24039
MD,St. Mary's,St. Mary's County,24037
MD,Talbot,Talbot County,24041
MD,Washington,Washington County,24043
MD,Wicomico,Wicomico County,24045
MD,Worcester,Worcester County,24047
ME,Androscoggin,Androscoggin County,23001
ME,Aroostook,Aroostook County,23003
ME,Cumberland,Cumberland County,23005
ME,Franklin,Franklin County,23007
ME,Hancock,Hancock County,23009
ME,Kennebec,Kennebec County,23011
ME,Knox,Knox County,23013
ME,Lincoln,Lincoln County,23015
ME,Oxford,Oxford County,23017
ME,Penobscot,Penobscot County,23019
ME,Piscataquis,Piscataquis County,23021
ME,Sagadahoc,Sagadahoc County,23023
ME,Somerset,Somerset County,23025
ME,Waldo,Waldo County,23027
ME,Washington,Washington County,23029
ME,York,York County,23031
MI,Alcona,Alcona County,26001
MI,Alger,Alger County,26003
MI,Allegan,Allegan County,26005
MI,Alpena,Alpena County,26007
MI,Antrim,Antrim County,26009
MI,Arenac,Arenac County,26011
MI,Baraga,Baraga County,26013
MI,Barry,Barry County,26015
MI,Bay,Bay County,26017
MI,Benzie,Benzie County,26019
MI,Berrien,Berrien County,26021
MI,Branch,Branch County,26023
MI,Calhoun,Calhoun County,26025
MI,Cass,Cass County,26027
MI,Charlevoix,Charlevoix County,26029
MI,Cheboygan,Cheboygan County,26031
MI,Chippewa,Chippewa County,26033
MI,Clare,Clare County,26035
MI,Clinton,Clinton County,26037
MI,Crawford,Crawford County,26039
MI,Delta,Delta County,26041
MI,Dickinson,Dickinson County,26043
MI,Eaton,Eaton County,26045
MI,Emmet,Emmet County,26047
MI,Genesee,Genesee County,26049
MI,Gladwin,Gladwin County,26051
MI,Gogebic,Gogebic County,26053
MI,Grand Traverse,Grand Traverse County,26055
MI,Gratiot,Gratiot County,26057
MI,Hillsdale,Hillsdale County,26059
MI,Houghton,Houghton County,26061
MI,Huron,Huron County,26063
MI,Ingham,Ingham County,26065
MI,Ionia,Ionia County,26067
MI,Iosco,Iosco County,26069
MI,Iron,Iron County,26071
MI,Isabella,Isabella County,26073
MI,Jackson,Jackson County,26075
MI,Kalamazoo,Kalamazoo County,26077
MI,Kalkaska,Kalkaska County,26079
MI,Kent,Kent County,26081
MI,Keweenaw,Keweenaw County,26083
MI,Lake,Lake County,26085
MI,Lapeer,Lapeer County,26087
MI,Leelanau,Leelanau County,26089
MI,Lenawee,Lenawee County,26091
MI,Livingston,Livingston County,26093
MI,Luce,Luce County,26095
MI,Mackinac,Mackinac County,26097
MI,Macomb,Macomb County,26099
MI,Manistee,Manistee County,26101
MI,Marquette,Marquette County,26103
MI,Mason,Mason County,26105
MI,Mecosta,Mecosta County,26107
MI,Menominee,Menominee County,26109
MI,Midland,Midland County,26111
MI,Missaukee,Missaukee County,26113
MI,Monroe,Monroe County,26115
MI,Montcalm,Montcalm County,26117
MI,Montmorency,Montmorency County,26119
MI,Muskegon,Muskegon County,26121
MI,Newaygo,Newaygo County,26123
MI,Oakland,Oakland County,26125
MI,Oceana,Oceana County,26127
MI,Ogemaw,Ogemaw County,26129
MI,Ontonagon,Ontonagon County,26131
MI,Osceola,Osceola County,26133
MI,Oscoda,Oscoda County,26135
MI,Otsego,Otsego County,26137
MI,Ottawa,Ottawa County,26139
MI,Presque Isle,Presque Isle County,26141
MI,Roscommon,Roscommon County,26143
MI,Saginaw,Saginaw County,26145
MI,Sanilac,Sanilac County,26151
MI,Schoolcraft,Schoolcraft County,26153
MI,Shiawassee,Shiawassee County,26155
MI,St. Clair,St. Clair County,26147
MI,St. Joseph,St. Joseph County,26149
MI,Tuscola,Tuscola County,26157
MI,Van Buren,Van Buren County,26159
MI,Washtenaw,Washtenaw County,26161
MI,Wayne,Wayne County,26163
MI,Wexford,Wexford County,26165
MN,Aitkin,Aitkin County,27001
MN,Anoka,Anoka County,27003
MN,Becker,Becker County,27005
MN,Beltrami,Beltrami County,27007
MN,Benton,Benton County,27009
MN,Big Stone,Big Stone County,27011
MN,Blue Earth,Blue Earth County,27013
MN,Brown,Brown County,27015
MN,Carlton,Carlton County,27017
MN,Carver,Carver County,27019
MN,Cass,Cass County,27021
MN,Chippewa,Chippewa County,27023
MN,Chisago,Chisago County,27025
MN,Clay,Clay County,27027
MN,Clearwater,Clearwater County,27029
MN,Cook,Cook County,27031
MN,Cottonwood,Cottonwood County,27033
MN,Crow Wing,Crow Wing County,27035
MN,Dakota,Dakota County,27037
MN,Dodge,Dodge County,27039
MN,Douglas,Douglas County,27041
MN,Faribault,Faribault County,27043
MN,Fillmore,Fillmore County,27045
MN,Freeborn,Freeborn County,27047
MN,Goodhue,Goodhue County,27049
MN,Grant,Grant County,27051
MN,Hennepin,Hennepin County,27053
MN,Houston,Houston County,27055
MN,Hubbard,Hubbard County,27057
MN,Isanti,Isanti County,27059
MN,Itasca,Itasca County,27061
MN,Jackson,Jackson County,27063
MN,Kanabec,Kanabec County,27065
MN,Kandiyohi,Kandiyohi County,27067
MN,Kittson,Kittson County,27069
MN,Koochiching,Koochiching County,27071
MN,Lac qui Parle,Lac qui Parle County,27073
MN,Lake,Lake County,27075
MN,Lake of the Woods,Lake of the Woods County,27077
MN,Le Sueur,Le Sueur County,27079
MN,Lincoln,Lincoln County,27081
MN,Lyon,Lyon County,27083
MN,Mahnomen,Mahnomen County,27087
MN,Marshall,Marshall County,27089
MN,Martin,Martin County,27091
MN,McLeod,McLeod County,27085
MN,Meeker,Meeker County,27093
MN,Mille Lacs,Mille Lacs County,27095
MN,Morrison,Morrison County,27097
MN,Mower,Mower County,27099
MN,Murray,Murray County,27101
MN,Nicollet,Nicollet County,27103
MN,Nobles,Nobles County,27105
MN,Norman,Norman County,27107
MN,Olmsted,Olmsted County,27109
MN,Otter Tail,Otter Tail County,27111
MN,Pennington,Pennington County,27113
MN,Pine,Pine County,27115
MN,Pipestone,Pipestone County,27117
MN,Polk,Polk County,27119
MN,Pope,Pope County,27121
MN,Ramsey,Ramsey County,27123
MN,Red Lake,Red Lake County,27125
MN,Redwood,Redwood County,27127
MN,Renville,Renville County,27129
MN,Rice,Rice County,27131
MN,Rock,Rock County,27133
MN,Roseau,Roseau County,27135
MN,Scott,Scott County,27139
MN,Sherburne,Sherburne County,27141
MN,Sibley,Sibley County,27143
MN,St. Louis,St. Louis County,27137
MN,Stearns,Stearns County,27145
MN,Steele,Steele County,27147
MN,Stevens,Stevens County,27149
MN,Swift,Swift County,27151
MN,Todd,Todd County,27153
MN,Traverse,Traverse County,27155
MN,Wabasha,Wabasha County,27157
MN,Wadena,Wadena County,27159
MN,Waseca,Waseca County,27161
MN,Washington,Washington County,27163
MN,Watonwan,Watonwan County,27165
MN,Wilkin,Wilkin County,27167
MN,Winona,Winona County,27169
MN,Wright,Wright County,27171
MN,Yellow Medicine,Yellow Medicine County,27173
MO,Adair,Adair County,29001
MO,Andrew,Andrew County,29003
MO,Atchison,Atchison County,29005
MO,Audrain,Audrain County,29007
MO,Barry,Barry County,29009
MO,Barton,Barton County,29011
MO,Bates,Bates County,29013
MO,Benton,Benton County,29015
MO,Bollinger,Bollinger County,29017
MO,Boone,Boone County,29019
MO,Buchanan,Buchanan County,29021
MO,Butler,Butler County,29023
MO,Caldwell,Caldwell County,29025
MO,Callaway,Callaway County,29027
MO,Camden,Camden County,29029
MO,Cape Girardeau,Cape Girardeau County,29031
MO,Carroll,Carroll County,29033
MO,Carter,Carter County,29035
MO,Cass,Cass County,29037
MO,Cedar,Cedar County,29039
MO,Chariton,Chariton County,29041
MO,Christian,Christian County,29043
MO,Clark,Clark County,29045
MO,Clay,Clay County,29047
MO,Clinton,Clinton County,29049
MO,Cole,Cole County,29051
MO,Cooper,Cooper County,29053
MO,Crawford,Crawford County,29055
MO,Dade,Dade County,29057
MO,Dallas,Dallas County,29059
MO,Daviess,Daviess County,29061
MO,DeKalb,DeKalb County,29063
MO,Dent,Dent County,29065
MO,Douglas,Douglas County,29067
MO,Dunklin,Dunklin County,29069
MO,Franklin,Franklin County,29071
MO,Gasconade,Gasconade County,29073
MO,Gentry,Gentry County,29075
MO,Greene,Greene County,29077
MO,Grundy,Grundy County,29079
MO,Harrison,Harrison County,29081
MO,Henry,Henry County,29083
MO,Hickory,Hickory County,29085
MO,Holt,Holt County,29087
MO,Howard,Howard County,29089
MO,Howell,Howell County,29091
MO,Iron,Iron County,29093
MO,Jackson,Jackson County,29095
MO,Jasper,Jasper County,29097
MO,Jefferson,Jefferson County,29099
MO,Johnson,Johnson County,29101
MO,Knox,Knox County,29103
MO,Laclede,Laclede County,29105
MO,Lafayette,Lafayette County,29107
MO,Lawrence,Lawrence County,29109
MO,Lewis,Lewis County,29111
MO,Lincoln,Lincoln County,29113
MO,Linn,Linn County,29115
MO,Livingston,Livingston County,29117
MO,Macon,Macon County,29121
MO,Madison,Madison County,29123
MO,Maries,Maries County,29125
MO,Marion,Marion County,29127
MO,McDonald,McDonald County,29119
MO,Mercer,Mercer County,29129
MO,Miller,Miller County,29131
MO,Mississippi,Mississippi County,29133
MO,Moniteau,Moniteau County,29135
MO,Monroe,Monroe County,29137
MO,Montgomery,Montgomery County,29139
MO,Morgan,Morgan County,29141
MO,New Madrid,New Madrid County,29143
MO,Newton,Newton County,29145
MO,Nodaway,Nodaway County,29147
MO,Oregon,Oregon County,29149
MO,Osage,Osage County,29151
MO,Ozark,Ozark County,29153
MO,Pemiscot,Pemiscot County,29155
MO,Perry,Perry County,29157
MO,Pettis,Pettis County,29159
MO,Phelps,Phelps County,29161
MO,Pike,Pike County,29163
MO,Platte,Platte County,29165
MO,Polk,Polk County,29167
MO,Pulaski,Pulaski County,29169
MO,Putnam,Putnam County,29171
MO,Ralls,Ralls County,29173
MO,Randolph,Randolph County,29175
MO,Ray,Ray County,29177
MO,Reynolds,Reynolds County,29179
MO,Ripley,Ripley County,29181
MO,Saline,Saline County,29195
MO,Schuyler,Schuyler County,29197
MO,Scotland,Scotland County,29199
MO,Scott,Scott County,29201
MO,Shannon,Shannon County,29203
MO,Shelby,Shelby County,29205
MO,St. Charles,St. Charles County,29183
MO,St. Clair,St. Clair County,29185
MO,St. Francois,St. Francois County,29187
MO,St. Louis,St. Louis County,29189
MO,St. Louis,St. Louis city,29510
MO,Ste. Genevieve,Ste. Genevieve County,29186
MO,Stoddard,Stoddard County,29207
MO,Stone,Stone County,29209
MO,Sullivan,Sullivan County,29211
MO,Taney,Taney County,29213
MO,Texas,Texas County,29215
MO,Vernon,Vernon County,29217
MO,Warren,Warren County,29219
MO,Washington,Washington County,29221
MO,Wayne,Wayne County,29223
MO,Webster,Webster County,29225
MO,Worth,Worth County,29227
MO,Wright,Wright County,29229
MP,Northern Islands,Northern Islands Municipality,69085
MP,Rota,Rota Municipality,69100
MP,Saipan,Saipan Municipality,69110
MP,Tinian,Tinian Municipality,69120
MS,Adams,Adams County,28001
MS,Alcorn,Alcorn County,28003
MS,Amite,Amite County,28005
MS,Attala,Attala County,28007
MS,Benton,Benton County,28009
MS,Bolivar,Bolivar County,28011
MS,Calhoun,Calhoun County,28013
MS,Carroll,Carroll County,28015
MS,Chickasaw,Chickasaw County,28017
MS,Choctaw,Choctaw County,28019
MS,Claiborne,Claiborne County,28021
MS,Clarke,Clarke County,28023
MS,Clay,Clay County,28025
MS,Coahoma,Coahoma County,28027
MS,Copiah,Copiah County,28029
MS,Covington,Covington County,28031
MS,DeSoto,DeSoto County,28033
MS,Forrest,Forrest County,28035
MS,Franklin,Franklin County,28037
MS,George,George County,28039
MS,Greene,Greene County,28041
MS,Grenada,Grenada County,28043
MS,Hancock,Hancock County,28045
MS,Harrison,Harrison County,28047
MS,Hinds,Hinds County,28049
MS,Holmes,Holmes County,28051
MS,Humphreys,Humphreys County,28053
MS,Issaquena,Issaquena County,28055
MS,Itawamba,Itawamba County,28057
MS,Jackson,Jackson County,28059
MS,Jasper,Jasper County,28061
MS,Jefferson,Jefferson County,28063
MS,Jefferson Davis,Jefferson Davis County,28065
MS,Jones,Jones County,28067
MS,Kemper,Kemper County,28069
MS,Lafayette,Lafayette County,28071
MS,Lamar,Lamar County,28073
MS,Lauderdale,Lauderdale County,28075
MS,Lawrence,Lawrence County,28077
MS,Leake,Leake County,28079
MS,Lee,Lee County,28081
MS,Leflore,Leflore County,28083
MS,Lincoln,Lincoln County,28085
MS,Lowndes,Lowndes County,28087
MS,Madison,Madison County,28089
MS,Marion,Marion County,28091
MS,Marshall,Marshall County,28093
MS,Monroe,Monroe County,28095
MS,Montgomery,Montgomery County,28097
MS,Neshoba,Neshoba County,28099
MS,Newton,Newton County,28101
MS,Noxubee,Noxubee County,28103
MS,Oktibbeha,Oktibbeha County,28105
MS,Panola,Panola County,28107
MS,Pearl River,Pearl River County,28109
MS,Perry,Perry County,28111
MS,Pike,Pike County,28113
MS,Pontotoc,Pontotoc County,28115
MS,Prentiss,Prentiss County,28117
MS,Quitman,Quitman County,28119
MS,Rankin,Rankin County,28121
MS,Scott,Scott County,28123
MS,Sharkey,Sharkey County,28125
MS,Simpson,Simpson County,28127
MS,Smith,Smith County,28129
MS,Stone,Stone County,28131
MS,Sunflower,Sunflower County,28133
MS,Tallahatchie,Tallahatchie County,28135
MS,Tate,Tate County,28137
