Callsign,Relay of,Frequency,City,S/P,Country,Format,Slogan,ID,ERP-H,ERP-V,HAAT-H,HAAT-V,Lat-N,Long-W,Lang,Mode,PI Code,PS Info,Radiotext,PTY,Remarks,Decimal_Lat,Decimal_Lon,County,FIPS
WTRL,,88.1,HODGENVILLE,KY,USA,CONTEMPORARY CHRISTIAN,,767558,0.75,0.75,86.0,86.0,37-28-55,85-41-17,,,,,,,,37.481944444444444,-85.68805555555556,Hardin,21093.0
KAYT,,88.1,JENA,LA,USA,URBAN GOSPEL/BLUES,,18556,15.5,70.0,307.0,307.0,31-33-55,92-33-00,,,,,,,,31.56527777777778,-92.55,Grant,22043.0
KQNC,,88.1,QUINCY,CA,USA,NEWS/TALK/JAZZ,THE NPR STATION,122435,0.5,0.5,-346.0,-346.0,39-56-14,120-56-51,,,,,,,,39.93722222222222,-120.9475,Plumas,6063.0
WSQN,WSQX-FM 91.5,88.1,GREENE,NY,USA,CLASSICAL,CLASSICAL 24,171732,0.0,4.5,0.0,182.0,42-26-13,75-30-50,,,,,,,Jazz & Folk on Weekends,42.43694444444444,-75.51388888888889,Chenango,36017.0
WWEN,,88.1,WENTWORTH,WI,USA,RELIGIOUS TEACHING,REAL PRESENCE RADIO,88658,1.8,1.8,139.0,139.0,46-32-08,92-04-07,,,8F35,Your Family of Faith and Hope Real Presence Radio,WWEN 88.1 Wentworth / Duluth,No Program Type or Undefined,,46.535555555555554,-92.06861111111111,Douglas,55031.0
VPL-FM-2,95.1,88.1,PUNTA GORDA,TO,BLZ,OLDIES,LOVE FM,510001,0.25,0.0,50.0,0.0,16-05-43,88-48-40,,,,,,,,16.095277777777778,-88.8111111111111,,
WCSW,,88.1,ARROWSMITH,IL,USA,RELIGIOUS TEACHING,CATHOLIC SPIRIT RADIO,768271,1.5,1.5,128.0,128.0,40-28-38,88-33-14,,,,,,,,40.477222222222224,-88.55388888888889,McLean,17113.0
XHSCGB-FM,,88.1,SAN BALTAZAR CHICHICÁPAM,OAX,MEX,COMMUNITY RADIO,,801928,3.0,3.0,0.0,0.0,16-45-40,96-29-22,Spanish,,,,,,,16.761111111111113,-96.48944444444444,,
KTFY,,88.1,BUHL,ID,USA,CONTEMPORARY CHRISTIAN,,91839,0.0,60.0,0.0,199.0,42-43-48,114-25-06,,,,,,,,42.730000000000004,-114.41833333333334,Jerome,16053.0
KFPS,,88.1,FALSE PASS,AK,USA,VARIETY,,203577,0.09,0.09,-228.0,-228.0,54-51-21,163-24-51,,,,,,,,54.85583333333334,-163.41416666666666,Aleutians East,2013.0
HIGP-FM,,88.1,SANTO DOMINGO,NC,DOM,TROPICAL/SALSA,PRIMERA FM,710001,20.0,20.0,151.0,151.0,18-28-14,69-51-38,Spanish,,F002,PRIMERA,Grupo Telemicro,,Telemicro tower,18.470555555555553,-69.86055555555555,,
CKSS-FM,,88.1,STONEY PLAIN/SPRUCE GROVE,AB,CAN,COUNTRY,THE ONE - PARKLAND COUNTY'S BEST COUNTRY,901392,0.225,0.225,80.0,80.0,53-33-32,113-59-52,,,,,,,,53.55888888888889,-113.99777777777778,,
KENE,KENW-FM 89.5,88.1,EAGLE TAIL,NM,USA,NEWS/TALK/CLASSICAL,KENW NPR NEW MEXICO,174721,1.25,1.25,431.0,431.0,36-40-59,104-24-50,,,1BE6,KENE FM,,Public,,36.683055555555555,-104.41388888888889,Colfax,35007.0
KLBR,,88.1,BEND,OR,USA,NEWS/TALK/VARIETY,,89855,5.0,5.0,259.0,259.0,44-02-49,121-31-50,,,2D37,,,Public,Lane Community College,44.04694444444444,-121.53055555555555,Deschutes,41017.0
KMLV,,88.1,RALSTON,NE,USA,CONTEMPORARY CHRISTIAN,K-LOVE,85846,59.0,59.0,390.0,390.0,41-18-40,96-01-37,,,A3E3,Title & Artist K-LOVE,Title & Artist K-LOVE,Adult Hits,,41.31111111111111,-96.02694444444444,Douglas,31055.0
KPGS,,88.1,PAGOSA SPRINGS,CO,USA,NEWS/TALK/ADULT ALTERNATIVE,FOUR CORNERS PUBLIC RADIO,123206,0.0,1.0,0.0,416.0,37-11-48,0107-07-01,,HD,,,,,,37.196666666666665,-107.11694444444444,Archuleta,8007.0
KVOD,,88.1,LAKEWOOD,CO,USA,CLASSICAL,COLORADO PUBLIC RADIO,83535,4.4,4.4,238.0,238.0,39-43-58,105-14-08,,,4.80E+04,KVOD,,,,39.73277777777778,-105.23555555555555,Jefferson,8059.0
K201FN,KAWZ 89.9,88.1,DICKINSON,ND,USA,RELIGIOUS TEACHING,CSN INTERNATIONAL,92539,0.0,0.062,0.0,0.0,46-55-08,102-43-49,,,,,,,,46.91888888888889,-102.73027777777779,Stark,38089.0
WJZZ-FM,,88.1,MONTGOMERY,NY,USA,DANCE,PULSE 87,89510,1.15,1.15,35.0,35.0,41-28-37,74-16-10,,,,,,,,41.47694444444445,-74.26944444444445,Orange,36071.0
KQUE-FM,,88.1,BAY CITY,TX,USA,CONTEMPORARY CHRISTIAN,RADIO ALELUYA,91338,3.6,3.6,437.0,437.0,28-48-03,96-07-32,Spanish,,,,,,No RDS,28.800833333333333,-96.12555555555555,Matagorda,48321.0
K201HS,KAWZ 89.9,88.1,WORLAND,WY,USA,RELIGIOUS TEACHING,CSN INTERNATIONAL,155135,0.05,0.05,140.8,0.0,44-04-00,107-51-50,,,,,,,,44.06666666666667,-107.86388888888888,Washakie,56043.0
HOG,,88.1,CD. PANAMÁ,PM,PNR,VARIETY,RADIO 10,550001,0.0,9.885,0.0,140.0,09-02-56,79-31-11,Spanish,HD,,,,,Tx site Cerro Oscuro,9.04888888888889,-79.51972222222223,,
K201BI,KCHU-770,88.1,CORDOVA,AK,USA,NEWS/TALK/VARIETY,,65233,0.023,0.0,0.0,0.0,60-33-12,145-44-01,,,,,,,,60.55333333333333,-145.7336111111111,Valdez-Cordova,2261.0
KOYA,,88.1,ROSEBUD,SD,USA,VARIETY,KOYA RADIO 88.1,173502,0.0,51.0,0.0,195.0,43-13-01,100-47-28,,,3768,KOYA,Sicangu's Voice 88.1 FM ROSEBUD SIOUX TRIBE,Nostalgia,,43.216944444444444,-100.7911111111111,Todd,46121.0
TGFB,,88.1,CD. GUATEMALA,GU,GTM,ADULT STANDARDS,FABUESTÉREO,560001,25.119,25.119,155.0,155.0,14-37-06,90-38-00,Spanish,,8810,Fabuesterio,,,Tx site Cerro Alux,14.618333333333334,-90.63333333333334,,
WYTR,,88.1,ROBBINS,NC,USA,SOUTHERN GOSPEL,YOUR TRUTH RADIO 88.1,172166,4.7,4.7,53.0,53.0,35-33-35,79-41-03,,,9607,-,-,,,35.55972222222222,-79.68416666666667,Moore,37125.0
WAYF,,88.1,WEST PALM BEACH,FL,USA,CONTEMPORARY CHRISTIAN,WAY FM,61507,0.05,50.0,321.0,321.0,26-35-20,80-12-44,,,571D,Way FM,-,Adult Hits,,26.58888888888889,-80.21222222222222,Palm Beach,12099.0
KQLF,KMDY 90.9,88.1,OTTUMWA,IA,USA,RELIGIOUS TEACHING,LIFT FM 88.3,85844,11.0,11.0,43.0,43.0,41-02-02,92-24-35,,,,,,,,41.03388888888889,-92.40972222222223,Wapello,19179.0
WZUM-FM,,88.1,BETHANY,WV,USA,JAZZ,PITTSBURGH JAZZ CHANNEL,4954,10.0,10.0,125.0,125.0,40-12-58,80-33-31,,,98C0,WZUM-FM - WYZR - JAZZ,,,,40.21611111111111,-80.5586111111111,Brooke,54009.0
KAVA,,88.1,KIMBALL,NE,USA,RELIGIOUS TEACHING,YOUR NETWORK OF PRAISE,768711,0.85,0.85,-3.0,-3.0,41-15-08,103-39-51,,,,,,,,41.25222222222222,-103.66416666666667,Kimball,31105.0
WJJJ,,88.1,BECKLEY,WV,USA,RELIGIOUS TEACHING,THE SWEETEST SOUND IN TOWN,77815,0.84,0.84,348.0,348.0,37-35-24,81-06-54,,HD,FFFF,,,,,37.59,-81.115,Fayette,54019.0
KCWC,,88.1,RIVERTON,WY,USA,CONTEMPORARY HIT RADIO,RUSTLER RADIO,10030,3.0,3.0,442.0,442.0,42-34-59,108-42-36,,,,,,,,42.58305555555556,-108.71000000000001,Fremont,56013.0
WIHM-FM,,88.1,HARRISBURG,IL,USA,RELIGIOUS TEACHING,COVENANT NETWORK,175887,4.8,4.8,96.8,96.8,37-43-03,88-32-37,,,,,,,,37.7175,-88.5436111111111,Pope,17151.0
KBTL,,88.1,EL DORADO,KS,USA,CLASSIC ROCK,88.1 THE GRIZZ,83259,0.4,0.4,28.0,28.0,37-48-16,96-53-02,,,149D,88.1 THE GRIZZ BUTLER COMM COLLEGE,88.1 THE GRIZZ RADIO FOR BUTLER COUNTY BUTLER COMM COLLEGE,College,,37.80444444444444,-96.88388888888889,Butler,20015.0
6YA-634,88.5,88.1,CATHERINE'S PEAK,SD,JMC,TROPICAL,MELLO FM,730002,0.0,0.3,0.0,1212.0,18-04-38,76-42-10,,,,,,,,18.077222222222222,-76.70277777777778,,
CIHO-FM-3,CIHO-FM 96.3,88.1,PETITE-RIVIÈRE-ST-FRANÇOIS,QC,CAN,ADULT CONTEMPORARY,,901739,0.05,0.0,-127.7,0.0,47-18-47,70-33-38,French,,,,,,,47.31305555555555,-70.56055555555555,,
4VIFM-FM-1,97.7,88.1,GONAÏVES,AR,HTI,RELIGIOUS,RADIO LUMIÈRE,720002,0.3,0.3,35.0,35.0,19-27-04,72-40-48,Creole,Mono,,,,,,19.45111111111111,-72.68,,
WSRC,,88.1,WAYNETOWN,IN,USA,RELIGIOUS TEACHING,,92984,17.0,17.0,119.0,119.0,40-09-00,86-54-14,,,,,,,,40.15,-86.9038888888889,Montgomery,18107.0
WSMF,,88.1,MONROE,MI,USA,CONTEMPORARY CHRISTIAN,SMILE FM,89277,1.2,1.2,41.0,41.0,41-55-08,83-22-34,,Mono,856D,,,,,41.91888888888889,-83.3761111111111,Monroe,26115.0
KLBD,,88.1,PREMONT,TX,USA,RELIGIOUS TEACHING,LIBERTY RADIO,176117,0.1,0.1,67.0,67.0,27-17-20,98-07-23,Spanish,,,,,,,27.28888888888889,-98.12305555555555,Jim Wells,48249.0
CHLK-FM,,88.1,PERTH,ON,CAN,SOFT AC,LAKE 88.1,900013,0.0,5.4,0.0,91.0,44-54-34,76-16-51,,,C4F6,,,,,44.909444444444446,-76.28083333333333,,
W201DI,WOTJ 90.7,88.1,MONROE,NC,USA,RELIGIOUS TEACHING,WINNING OTHERS TO JESUS,122755,0.17,0.17,23.0,0.0,35-00-35,80-34-51,,,,,,,Fundamental Broadcasting Network,35.00972222222222,-80.58083333333333,Union,37179.0
KRBP,,88.1,PRESIDIO,TX,USA,TALK,RADIO BILINGUE,172361,0.5,0.5,-16.0,-16.0,29-34-15,104-21-45,Spanish,,,,,,,29.570833333333333,-104.3625,Presidio,48377.0
WLTL,,88.1,LA GRANGE,IL,USA,ADULT ALTERNATIVE,ROCK 88 FM,39369,0.18,0.18,42.0,42.0,41-48-45,87-52-51,,,73AD,,,,,41.8125,-87.88083333333333,Cook,17031.0
KRFI,,88.1,REDWOOD FALLS,MN,USA,NEWS/TALK,MPR NEWS,173553,0.36,0.36,51.1,51.1,44-32-28,95-10-58,,,,,,,MINNESOTA PUBLIC RADIO,44.54111111111111,-95.18277777777779,Redwood,27127.0
WBMF,,88.1,CRETE,IL,USA,RELIGIOUS TEACHING,THE SONLIFE RADIO NETWORK,89339,0.09,0.09,114.0,114.0,41-25-17,87-38-39,,,,,,,,41.421388888888885,-87.64416666666668,Will,17197.0
CILA-FM,,88.1,COOKSHIRE,QC,CAN,,,900977,0.0,0.001,0.0,25.0,45-24-47,71-38-00,,,,,,,,45.41305555555555,-71.63333333333334,,
KRLX,,88.1,NORTHFIELD,MN,USA,VARIETY,BETTER ON THE BOTTOM,8867,0.1,0.1,5.0,5.0,44-27-39,93-09-22,,,,,,,,44.46083333333333,-93.15611111111112,Dakota,27037.0
WCRX,,88.1,CHICAGO,IL,USA,RHYTHMIC CHR,CHICAGO'S UNDERGROUND,12424,0.1,0.1,71.0,71.0,41-52-28,87-37-30,,,,,,,,41.87444444444444,-87.625,Cook,17031.0
CKIE-FM,,88.1,VICTORIAVILLE,QC,CAN,TRAVEL INFO,QUELQUES MINUTES POUR TOUT SAVOIR,902806,0.048,0.0,10.5,0.0,46-03-31,71-57-06,French,,,,,,,46.058611111111105,-71.95166666666667,,
4VGP-FM,,88.1,PORT-AU-PRINCE,OU,HTI,URBAN AC,RADIO VISA FM,720003,1.585,2.63,970.0,970.0,18-30-25,72-18-55,French,,,,,,Boutilliers antenna complex,18.506944444444443,-72.31527777777778,,
WYJL,,88.1,GRENADA,MS,USA,,,767759,4.5,4.5,61.0,61.0,33-56-43,89-38-54,,,,,,,,33.945277777777775,-89.64833333333334,Grenada,28043.0
W201CN,WVTU 89.3,88.1,AFTON,VA,USA,CLASSICAL/JAZZ,WVTF MUSIC,93681,0.125,0.125,503.4,503.4,38-03-58,78-47-54,,,,,,,Virginia Tech University,38.066111111111105,-78.79833333333333,Albemarle,51003.0
KHOY,,88.1,LAREDO,TX,USA,EASY LISTENING,KHOY 88.1 FM,16946,1.8,1.8,106.0,106.0,27-31-14,99-31-19,,,AF24,Song/Artist,Song/Artist,,,27.520555555555553,-99.52194444444444,Webb,48479.0
WSJL,,88.1,BESSEMER,AL,USA,RELIGIOUS TEACHING,WE SHARE JESUS' LOVE,88660,16.5,16.5,665.0,665.0,33-28-51,87-24-03,,,,,,,,33.48083333333334,-87.40083333333334,Jefferson,1073.0
K201AO,KSKA 91.1,88.1,SEWARD,AK,USA,NEWS/TALK/JAZZ,ALASKA PUBLIC MEDIA,53867,0.049,0.0,26.2,0.0,60-06-10,149-26-20,,,,,,,,60.10277777777778,-149.4388888888889,Kenai Peninsula,2122.0
WKVY,,88.1,SOMERSET,KY,USA,CONTEMPORARY CHRISTIAN,K-LOVE,93774,0.0,4.0,0.0,160.3,37-04-36,84-48-39,,,714A,Artist/Title K-LOVE,Artist/Title K-LOVE,Adult Hits,,37.07666666666667,-84.81083333333333,Adair,21001.0
NEW,,88.1,CARRIZO SPRINGS,TX,USA,,,766624,33.0,33.0,118.0,118.0,28-38-42,99-50-49,,CP-new,,,,,,28.645,-99.84694444444445,Dimmit,48127.0
KBWH,,88.1,HOOKS,TX,USA,,,765846,31.0,31.0,132.0,132.0,33-28-41,94-17-06,,,,,,,,33.47805555555556,-94.285,Little River,5081.0
KPPP-LP,,88.1,FARGO,ND,USA,VARIETY,ATHENS ALTERNATIVE RADIO,193229,0.022,0.022,61.9,61.9,46-52-28,96-47-03,,,,,,,Minority-Oriented,46.87444444444444,-96.78416666666666,Clay,27027.0
WTZI,,88.1,ROSEMONT,IL,USA,RELIGIOUS TEACHING,TRUTH FM,173970,0.3,0.3,22.0,22.0,41-57-20,87-52-02,,,8966,WTZI TRUTHFM 866-878-8436,WTZI TRUTHFM 866-878-8436,,Calvary Radio Network,41.955555555555556,-87.86722222222221,Cook,17031.0
KLWL,KAWZ 89.9,88.1,CHILLICOTHE,MO,USA,RELIGIOUS TEACHING,CSN INTERNATIONAL,176981,0.8,0.8,103.0,103.0,39-48-54,93-35-18,,,,,,,,39.815,-93.58833333333332,Linn,29115.0
KUCC,KPLL-LP 94.9,88.1,CLARKSTON,WA,USA,CONTEMPORARY CHRISTIAN,POSITIVE LIFE RADIO,88292,0.46,0.46,138.0,138.0,46-27-47,116-54-25,,,38C5,Title - Artist,Title - Artist on Positive Life Radio Moscow 96.9 Lewiston 88.1 & 94.9,Religious Music,,46.463055555555556,-116.90694444444445,Nez Perce,16069.0
K201AQ,KBHE 89.3,88.1,HOT SPRINGS,SD,USA,NEWS/TALK,SOUTH DAKOTA PUBLIC RADIO,62386,0.047,0.0,171.0,0.0,43-26-34,103-27-27,,,,,,,,43.44277777777778,-103.4575,Fall River,46047.0
WNTH,,88.1,WINNETKA,IL,USA,VARIETY,THE VOICE OF NEW TRIER,6052,0.054,0.054,46.0,0.0,42-05-39,87-43-09,,,,,,,,42.094166666666666,-87.71916666666667,Cook,17031.0
WEKM-FM,WEKU-88.9,88.1,MAYSVILLE,KY,USA,NEWS/TALK,,763940,2.95,2.95,68.0,68.0,38-41-15,83-48-47,,,,,,,,38.6875,-83.81305555555555,Mason,21161.0
KOFK-FM,,88.1,BOZEMAN,MT,USA,RELIGIOUS TEACHING,,172286,0.002,0.5,213.0,213.0,45-38-20,111-15-56,,,3584,KOFK-FM,,No Program Type or Undefined,GUILD OF ST. PETER EDUCATIONAL ASSOCIATION,45.638888888888886,-111.26555555555555,Gallatin,30031.0
XHCCCX-FM,,88.1,CAÑITAS DE FELIPE PESCADOR,ZAC,MEX,UNKNOWN,,801818,2.0,2.0,12.6,12.6,23-35-28,102-43-44,Spanish,,,,,,N/OTA,23.59111111111111,-102.72888888888889,,
KECG,,88.1,EL CERRITO,CA,USA,ADULT ALTERNATIVE,,19081,0.017,0.017,-29.0,-29.0,37-54-20,122-17-34,,Silent,,,,,silent 2/27/25 staffing issue,37.90555555555555,-122.29277777777777,Contra Costa,6013.0
WJIS,,88.1,BRADENTON,FL,USA,CONTEMPORARY CHRISTIAN,THE JOY FM NETWORK,54857,100.0,100.0,121.0,121.0,27-07-54,82-23-39,,HD,6D4E,TheJoyFM,-,Adult Hits,,27.131666666666668,-82.39416666666668,Manatee,12081.0
KMUE,,88.1,EUREKA,CA,USA,VARIETY,,55429,10.0,10.0,494.0,494.0,40-43-39,123-58-17,,HD,,,,,//KLAI 90.3 & KMUD 91.1,40.7275,-123.9713888888889,Humboldt,6023.0
WLGH,,88.1,LEROY TOWNSHIP,MI,USA,CONTEMPORARY CHRISTIAN,SMILE FM MICHIGAN'S POSITIVE HITS,78460,0.001,33.0,174.0,174.0,42-42-20,84-21-27,,Mono,7257,Smile FM,Title & Artist,Adult Hits,,42.705555555555556,-84.35749999999999,Ingham,26065.0
K201AP,KBHE 89.3,88.1,BELLE FOURCHE,SD,USA,NEWS/TALK,SOUTH DAKOTA PUBLIC RADIO,62384,0.009,0.0,-11.0,0.0,44-39-24,103-50-49,,,,,,,,44.656666666666666,-103.84694444444445,Butte,46019.0
W201BE,WXHL-FM 89.1,88.1,BUFFALO,NY,USA,URBAN GOSPEL,REACH RADIO GOSPEL,76995,0.08,0.08,0.0,0.0,42-55-56,78-47-06,,,,,,,,42.93222222222222,-78.785,Erie,36029.0
WWFJ,,88.1,EAST FAYETTEVILLE,NC,USA,SOUTHERN GOSPEL,OLD PATHS RADIO NETWORK,176574,2.0,2.0,25.4,25.4,34-57-38,78-46-11,,,,,,,,34.96055555555556,-78.76972222222223,Cumberland,37051.0
WZZD,WBYO 88.9,88.1,WARWICK,PA,USA,CONTEMPORARY CHRISTIAN,WORD FM,91617,0.001,0.43,185.0,185.0,40-07-45,75-52-43,,,59CA,,,,,40.12916666666667,-75.8786111111111,Chester,42029.0
KQMD,,88.1,QUEMADO,TX,USA,CONTEMPORARY CHRISTIAN,,172844,1.0,1.0,22.0,22.0,28-53-10,100-34-20,Spanish,,,,,,,28.88611111111111,-100.57222222222222,Maverick,48323.0
KKWV,,88.1,ARANSAS PASS,TX,USA,RELIGIOUS TEACHING,AMERICAN FAMILY RADIO,91069,8.5,8.5,117.0,117.0,27-52-02,97-13-07,,,0,AFR,-,Religious Talk,,27.86722222222222,-97.21861111111112,San Patricio,48409.0
W201BO,WYTJ 89.3,88.1,VINCENNES,IN,USA,RELIGIOUS TEACHING,WINNING OTHERS TO JESUS,83658,0.013,0.013,103.5,103.5,38-41-02,87-26-08,,,,,,,Fundamental Broadcasting Network,38.68388888888889,-87.43555555555555,Knox,18083.0
KLWG,,88.1,LOMPOC,CA,USA,RELIGIOUS TEACHING,,90485,2.5,2.5,571.0,571.0,34-54-36,0120-11-14,,,,,,,,34.91,-120.18722222222223,Santa Barbara,6083.0
KVDM,,88.1,HAYS,KS,USA,RELIGIOUS TEACHING,DIVINE MERCY RADIO 88.1,177158,2.5,2.5,82.0,82.0,38-57-29,99-21-07,,,47CE,KVDM,,Religious Talk,,38.95805555555556,-99.35194444444444,Ellis,20051.0
K201JE,KEFX 88.9,88.1,RICHVALE,CA,USA,CHRISTIAN CHR,EFFECT RADIO,20776,0.01,0.01,0.0,0.0,39-12-20,121-49-14,,,,,,,ex 90.5 (K213BZ),39.205555555555556,-121.82055555555556,Sutter,6101.0
W201BL,WJFM 88.5,88.1,JACKSONVILLE,IL,USA,RELIGIOUS TEACHING,THE SONLIFE RADIO NETWORK,83550,0.027,0.027,76.0,76.0,39-43-18,90-11-45,,,,,,,,39.72166666666667,-90.19583333333334,Morgan,17137.0
XHRED-FM,,88.1,CD. DE MÉXICO,CDMX,MEX,NEWS/TALK,UNIVERSAL 88.1,800344,95.0,95.0,561.0,561.0,19-27-08,99-22-03,Spanish,HD,3D4F,XHRED-FM 88.1 FM,XHRED-FM 88.1 FM,Oldies,,19.452222222222222,-99.36749999999999,,
WEKI,,88.1,WEEKI WACHEE,FL,USA,,,768626,5.0,5.0,111.0,111.0,28-34-56,82-31-44,,,,,,,,28.58222222222222,-82.52888888888889,Hernando,12053.0
WRFL,,88.1,LEXINGTON,KY,USA,VARIETY,RADIO FREE LEXINGTON,54586,7.9,7.9,87.0,87.0,38-02-19,84-30-16,,,,,,,,38.03861111111111,-84.50444444444445,Fayette,21067.0
WJFE,,88.1,NANTUCKET,MA,USA,SPANISH HITS,88.1 EL PINGÜINO,767390,0.35,0.35,54.0,54.0,41-17-06,70-08-23,Spanish,,6CF2,Artist/Title El Penguino,Artist/Title El Penguino,Top 40,,41.285,-70.13972222222223,Nantucket,25019.0
WAYH,,88.1,HARVEST,AL,USA,CONTEMPORARY CHRISTIAN,WAY FM,61509,3.5,3.5,204.0,204.0,34-49-08,86-44-19,,,571F,88.1 The Valley's WAY FM,,,,34.81888888888889,-86.73861111111111,Madison,1089.0
WDNJ,,88.1,HOPATCONG,NJ,USA,CONTEMPORARY CHRISTIAN,WDNJ FM 88.1,121770,0.0,0.5,0.0,118.0,40-56-25,74-36-48,Spanish,,0,,,,,40.94027777777777,-74.61333333333333,Morris,34027.0
KBQA,,88.1,ROCHESTER,MN,USA,,,767527,21.0,21.0,102.0,102.0,44-00-24,92-43-07,,,,,,,,44.00666666666667,-92.71861111111112,Dodge,27039.0
WVVC-FM,,88.1,DOLGEVILLE,NY,USA,RELIGIOUS TEACHING,INSPO RADIO,171935,0.001,0.15,206.0,206.0,43-06-09,74-56-27,,,,,,,,43.1025,-74.94083333333333,Herkimer,36043.0
K201FW,KMBN 89.7,88.1,LOS GATOS,CA,USA,RELIGIOUS TEACHING,MOODY RADIO,93377,0.12,0.12,0.0,0.0,37-21-01,121-53-27,,,,,,,,37.35027777777778,-121.89083333333333,Santa Clara,6085.0
WCRJ,,88.1,JACKSONVILLE,FL,USA,CONTEMPORARY CHRISTIAN,THE JOY FM NETWORK,48390,8.0,8.0,194.0,194.0,30-16-34,81-33-53,,,5BB3,Title & Artist on TheJOYFM,Title & Artist on TheJOYFM,Adult Hits,Radio Training Network,30.27611111111111,-81.56472222222222,Duval,12031.0
KBAP,,88.1,BATESVILLE,AR,USA,CONTEMPORARY CHRISTIAN,,175536,0.25,0.0,39.0,0.0,35-47-52,91-40-16,,,,,,,,35.797777777777775,-91.67111111111112,Independence,5063.0
K201AM,KTOO 104.3,88.1,GUSTAVUS,AK,USA,NEWS/TALK,LIVE AND LOCAL,8654,0.051,0.0,41.0,0.0,58-25-04,135-42-30,,,,,,,,58.41777777777777,-135.70833333333331,Hoonah-Angoon,2105.0
KHJR,,88.1,ST. THOMAS,MO,USA,RELIGIOUS TEACHING,COVENANT NETWORK,171236,2.5,2.5,89.1,89.1,38-33-09,92-12-14,,,,,,,,38.552499999999995,-92.2038888888889,Cole,29051.0
CMBP-5,,88.1,SANTIAGO DE CUBA,SC,CUB,EMERGENCY INFORMATION,,500038,0.251,0.0,15.0,0.0,23-08-09,82-21-32,Spanish,,,,,,Only on when local emergencies.,23.135833333333334,-82.35888888888888,,
WUIC,,88.1,HARLAN,KY,USA,RELIGIOUS,WUIC 88.1 FM,762690,2.5,2.5,440.0,440.0,36-48-05,83-22-37,,,8A4A,,,,,36.80138888888889,-83.37694444444443,Harlan,21095.0
WQWA-LP,,88.1,COLUMBUS,WI,USA,SOFT CHRISTIAN CONTEMPORARY,,197179,0.1,0.0,25.7,0.0,43-22-14,89-03-12,,,,,,,,43.370555555555555,-89.05333333333333,Columbia,55021.0
W201CC,KAWZ 89.9,88.1,BUFORD,GA,USA,RELIGIOUS TEACHING,CSN INTERNATIONAL,91293,0.019,0.019,66.0,0.0,34-06-20,83-55-49,,,,,,,,34.105555555555554,-83.93027777777779,Gwinnett,13135.0
WFCP,,88.1,PINE GROVE,PA,USA,,,763335,0.025,0.2,196.0,0.0,40-30-24,76-22-36,,,,,,,,40.50666666666667,-76.37666666666667,Schuylkill,42107.0
TIIER-4S,,88.1,SAN ISIDRO DEL GENERAL,SJ,CTR,CULTURE,RADIO CULTURAL PÉREZ ZELEDÓN,530001,0.1,0.0,1003.0,0.0,9-22-55,83-47-17,Spanish,,,,,,,9.381944444444445,-83.78805555555556,,
KNOO,,88.1,SIERRA BLANCA,TX,USA,,,766981,0.1,0.1,22.0,22.0,31-11-15,105-21-21,,,,,,,,31.1875,-105.35583333333332,Hudspeth,48229.0
XHSCEG-FM,,88.1,BUENA VISTA PRIMERA,TAB,MEX,COMMUNITY RADIO,YOKOT'ANOP RADIO,801855,3.0,3.0,39.9,39.9,18-09-19,92-44-58,Other,,,,,,,18.155277777777776,-92.74944444444445,,
WRSN,,88.1,LEBANON,TN,USA,RELIGIOUS TEACHING,RISEN RADIO,176028,0.185,0.185,92.4,92.4,36-17-36,86-15-27,,,,,,,,36.29333333333333,-86.2575,Davidson,47037.0
KJDR,KJRT 88.3,88.1,GUYMON,OK,USA,RELIGIOUS TEACHING,KINGDOM KEYS RADIO,175032,1.0,1.0,83.0,83.0,36-40-27,101-28-09,,,,,,,,36.674166666666665,-101.46916666666667,Texas,40139.0
KFLB-FM,KFLB-920,88.1,STANTON,TX,USA,CONTEMPORARY CHRISTIAN,FAMILY LIFE RADIO,92993,100.0,100.0,139.3,139.3,32-05-44,101-48-47,,,1.00E+53,,,,,32.095555555555556,-101.81305555555555,Howard,48227.0
K201DV,KJCH 90.9,88.1,BROOKINGS,OR,USA,RELIGIOUS TEACHING,,77718,0.0,0.023,0.0,197.5,41-57-46,124-11-00,,,,,,,,41.96277777777778,-124.18333333333334,Del Norte,6015.0
XHGIK-FM,,88.1,CD. FRONTERA,COAH,MEX,REGIONAL MEXICAN,LA ACERERA,801174,5.45,5.45,68.48,68.48,26-54-32,101-28-53,Spanish,,3D44,ENLA ACERERA,,,,26.90888888888889,-101.48138888888889,,
WNEE,,88.1,PATTERSON,GA,USA,EASY LISTENING,,122086,6.0,6.0,49.0,49.0,34-00-43,83-17-38,,,,,,,,34.011944444444445,-83.29388888888889,Madison,13195.0
K201FK,KAWZ 89.9,88.1,BURLINGTON,CO,USA,RELIGIOUS TEACHING,CSN INTERNATIONAL,92415,0.0,0.205,0.0,0.0,39-17-41,102-15-37,,,,,,,,39.29472222222222,-102.26027777777777,Kit Carson,8063.0
W201CH,KEFX 88.9,88.1,S. CHARLESTON,SC,USA,CHRISTIAN CHR + ROCK,EFFECT RADIO,92801,0.0,0.01,0.0,0.0,32-49-05,79-50-07,,,,,,,,32.81805555555556,-79.83527777777778,Charleston,45019.0
WYGG,,88.1,ASBURY PARK,NJ,USA,RELIGIOUS TEACHING,WYGG 88.1 FM,19867,0.001,0.78,39.0,39.0,40-13-02,74-00-38,,,,,,,,40.217222222222226,-74.01055555555556,Monmouth,34025.0
